Parameters: 413588 Seed: 1234
Epoch		Loss(Tr)	mIOU (val)	lr
Epoch No.: 0	Train Loss = 2.3818	 mIOU(val) = 0.0952	 best_mIOU_val(val) = 0.0952	 best_mIOU_per_class(val) = [[np.float64(0.014715495151285894), np.float64(0.019109557795045223), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.6185790196145735), np.float64(0.0), np.float64(0.39454647191605574), np.float64(0.0), np.float64(0.0), np.float64(0.0)]]	 best_acc(val) = 0.1752	 lr= 0.001000 
Epoch No.: 163	Train Loss = 1.3623	 mIOU(val) = 0.4060	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000263 

Epoch No.: 164	Train Loss = 1.3611	 mIOU(val) = 0.4094	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000263 

Epoch No.: 165	Train Loss = 1.3640	 mIOU(val) = 0.4027	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000263 

Epoch No.: 166	Train Loss = 1.3622	 mIOU(val) = 0.4151	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000263 

Epoch No.: 167	Train Loss = 1.3647	 mIOU(val) = 0.4113	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000263 

Epoch No.: 168	Train Loss = 1.3644	 mIOU(val) = 0.4069	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000263 

Epoch No.: 169	Train Loss = 1.3617	 mIOU(val) = 0.4008	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000263 

Epoch No.: 170	Train Loss = 1.3605	 mIOU(val) = 0.3982	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000242 

Epoch No.: 171	Train Loss = 1.3604	 mIOU(val) = 0.3978	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000242 

Epoch No.: 172	Train Loss = 1.3640	 mIOU(val) = 0.4042	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000242 

Epoch No.: 173	Train Loss = 1.3602	 mIOU(val) = 0.4096	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000242 

Epoch No.: 174	Train Loss = 1.3602	 mIOU(val) = 0.4125	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000242 

Epoch No.: 175	Train Loss = 1.3585	 mIOU(val) = 0.4143	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000242 

Epoch No.: 176	Train Loss = 1.3581	 mIOU(val) = 0.4037	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000242 

Epoch No.: 177	Train Loss = 1.3593	 mIOU(val) = 0.4038	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000242 

Epoch No.: 178	Train Loss = 1.3591	 mIOU(val) = 0.4082	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000242 

Epoch No.: 179	Train Loss = 1.3648	 mIOU(val) = 0.4127	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000242 

Epoch No.: 180	Train Loss = 1.3578	 mIOU(val) = 0.4119	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000223 

Epoch No.: 181	Train Loss = 1.3550	 mIOU(val) = 0.4176	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000223 

Epoch No.: 182	Train Loss = 1.3604	 mIOU(val) = 0.4199	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000223 

Epoch No.: 183	Train Loss = 1.3592	 mIOU(val) = 0.4176	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000223 

Epoch No.: 184	Train Loss = 1.3563	 mIOU(val) = 0.3973	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000223 

Epoch No.: 185	Train Loss = 1.3592	 mIOU(val) = 0.4053	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000223 

Epoch No.: 186	Train Loss = 1.3585	 mIOU(val) = 0.4064	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000223 

Epoch No.: 187	Train Loss = 1.3585	 mIOU(val) = 0.4099	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000223 

Epoch No.: 188	Train Loss = 1.3567	 mIOU(val) = 0.4083	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000223 

Epoch No.: 189	Train Loss = 1.3624	 mIOU(val) = 0.4085	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000223 

Epoch No.: 190	Train Loss = 1.3585	 mIOU(val) = 0.4164	 best_mIOU_val(val) = 0.4202	 best_mIOU_per_class(val) = [[np.float64(0.8704385479935375), np.float64(0.662547623319946), np.float64(0.10297830177243476), np.float64(0.0), np.float64(0.1241534245919686), np.float64(0.8763585222431184), np.float64(0.48462786345975645), np.float64(0.7509546697364607), np.float64(0.5310881021126737), np.float64(0.11562074399435265), np.float64(0.10340027838536488)]]	 best_acc(val) = 0.5093	 lr= 0.000205 

Epoch No.: 191	Train Loss = 1.3555	 mIOU(val) = 0.4210	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000205 

Epoch No.: 192	Train Loss = 1.3583	 mIOU(val) = 0.4153	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000205 

Epoch No.: 193	Train Loss = 1.3621	 mIOU(val) = 0.4162	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000205 

Epoch No.: 194	Train Loss = 1.3588	 mIOU(val) = 0.4115	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000205 

Epoch No.: 195	Train Loss = 1.3597	 mIOU(val) = 0.4069	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000205 

Epoch No.: 196	Train Loss = 1.3566	 mIOU(val) = 0.4137	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000205 

Epoch No.: 197	Train Loss = 1.3620	 mIOU(val) = 0.4015	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000205 

Epoch No.: 198	Train Loss = 1.3608	 mIOU(val) = 0.4033	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000205 

Epoch No.: 199	Train Loss = 1.3580	 mIOU(val) = 0.4173	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000205 

Epoch No.: 200	Train Loss = 1.3609	 mIOU(val) = 0.4002	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000189 

Epoch No.: 201	Train Loss = 1.3589	 mIOU(val) = 0.4188	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000189 

Epoch No.: 202	Train Loss = 1.3576	 mIOU(val) = 0.4180	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000189 

Epoch No.: 203	Train Loss = 1.3596	 mIOU(val) = 0.4120	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000189 

Epoch No.: 204	Train Loss = 1.3621	 mIOU(val) = 0.4190	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000189 

Epoch No.: 205	Train Loss = 1.3567	 mIOU(val) = 0.3983	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000189 

Epoch No.: 206	Train Loss = 1.3606	 mIOU(val) = 0.4078	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000189 

Epoch No.: 207	Train Loss = 1.3643	 mIOU(val) = 0.4112	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000189 

Epoch No.: 208	Train Loss = 1.3591	 mIOU(val) = 0.4127	 best_mIOU_val(val) = 0.4210	 best_mIOU_per_class(val) = [[np.float64(0.8690493627514762), np.float64(0.6674093273751186), np.float64(0.12792983312321227), np.float64(0.0), np.float64(0.12554745476273432), np.float64(0.8777818285163193), np.float64(0.48453205530668403), np.float64(0.7422887447411162), np.float64(0.5502012347080543), np.float64(0.08116586289283809), np.float64(0.1052508786585687)]]	 best_acc(val) = 0.5093	 lr= 0.000189 

Epoch No.: 209	Train Loss = 1.3594	 mIOU(val) = 0.4232	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000189 

Epoch No.: 210	Train Loss = 1.3553	 mIOU(val) = 0.4119	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000174 

Epoch No.: 211	Train Loss = 1.3555	 mIOU(val) = 0.4113	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000174 

Epoch No.: 212	Train Loss = 1.3620	 mIOU(val) = 0.4135	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000174 

Epoch No.: 213	Train Loss = 1.3581	 mIOU(val) = 0.4219	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000174 

Epoch No.: 214	Train Loss = 1.3559	 mIOU(val) = 0.4122	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000174 

Epoch No.: 215	Train Loss = 1.3623	 mIOU(val) = 0.4196	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000174 

Epoch No.: 216	Train Loss = 1.3572	 mIOU(val) = 0.4129	 best_mIOU_val(val) = 0.4232	 best_mIOU_per_class(val) = [[np.float64(0.874653627097425), np.float64(0.6703330368552501), np.float64(0.10780269913328268), np.float64(0.0), np.float64(0.1317507982712558), np.float64(0.8718498068952083), np.float64(0.4753832805086359), np.float64(0.746305656936422), np.float64(0.5616460571912167), np.float64(0.11165569612883741), np.float64(0.10405516141653809)]]	 best_acc(val) = 0.5093	 lr= 0.000174 

