Parameters: 413508 Seed: 1234
Epoch		Loss(Tr)	mIOU (val)	lr
Epoch No.: 0	Train Loss = 1.6590	 mIOU(val) = 0.2914	 best_mIOU_val(val) = 0.2914	 best_mIOU_per_class(val) = [[0.6986302016167081, 0.8480652464974974, 0.0, 0.20159837420665963, 0.0, 0.0]]	 best_acc(val) = 0.3574	 lr= 0.001000 
Epoch No.: 257	Train Loss = 1.0790	 mIOU(val) = 0.4664	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000014 

Epoch No.: 258	Train Loss = 1.0796	 mIOU(val) = 0.4454	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000014 

Epoch No.: 259	Train Loss = 1.0775	 mIOU(val) = 0.4788	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000014 

Epoch No.: 260	Train Loss = 1.0790	 mIOU(val) = 0.4715	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000013 

Epoch No.: 261	Train Loss = 1.0782	 mIOU(val) = 0.4460	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000013 

Epoch No.: 262	Train Loss = 1.0774	 mIOU(val) = 0.4652	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000013 

Epoch No.: 263	Train Loss = 1.0826	 mIOU(val) = 0.4558	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000013 

Epoch No.: 264	Train Loss = 1.0777	 mIOU(val) = 0.4507	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000013 

Epoch No.: 265	Train Loss = 1.0785	 mIOU(val) = 0.4392	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000012 

Epoch No.: 266	Train Loss = 1.0807	 mIOU(val) = 0.4461	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000012 

Epoch No.: 267	Train Loss = 1.0756	 mIOU(val) = 0.4741	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000012 

Epoch No.: 268	Train Loss = 1.0804	 mIOU(val) = 0.4454	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000012 

Epoch No.: 269	Train Loss = 1.0783	 mIOU(val) = 0.4544	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000012 

Epoch No.: 270	Train Loss = 1.0798	 mIOU(val) = 0.4510	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000011 

Epoch No.: 271	Train Loss = 1.0772	 mIOU(val) = 0.4574	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000011 

Epoch No.: 272	Train Loss = 1.0807	 mIOU(val) = 0.4415	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000011 

Epoch No.: 273	Train Loss = 1.0774	 mIOU(val) = 0.4592	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000011 

Epoch No.: 274	Train Loss = 1.0755	 mIOU(val) = 0.4507	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000011 

Epoch No.: 275	Train Loss = 1.0822	 mIOU(val) = 0.4386	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000010 

Epoch No.: 276	Train Loss = 1.0778	 mIOU(val) = 0.4534	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000010 

Epoch No.: 277	Train Loss = 1.0774	 mIOU(val) = 0.4502	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000010 

Epoch No.: 278	Train Loss = 1.0783	 mIOU(val) = 0.4721	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000010 

Epoch No.: 279	Train Loss = 1.0790	 mIOU(val) = 0.4534	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000010 

Epoch No.: 280	Train Loss = 1.0778	 mIOU(val) = 0.4600	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000009 

Epoch No.: 281	Train Loss = 1.0775	 mIOU(val) = 0.4640	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000009 

Epoch No.: 282	Train Loss = 1.0782	 mIOU(val) = 0.4455	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000009 

Epoch No.: 283	Train Loss = 1.0785	 mIOU(val) = 0.4524	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000009 

Epoch No.: 284	Train Loss = 1.0795	 mIOU(val) = 0.4548	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000009 

Epoch No.: 285	Train Loss = 1.0786	 mIOU(val) = 0.4790	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000009 

Epoch No.: 286	Train Loss = 1.0778	 mIOU(val) = 0.4633	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000009 

Epoch No.: 287	Train Loss = 1.0777	 mIOU(val) = 0.4313	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000009 

Epoch No.: 288	Train Loss = 1.0783	 mIOU(val) = 0.4334	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000009 

Epoch No.: 289	Train Loss = 1.0764	 mIOU(val) = 0.4738	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000009 

Epoch No.: 290	Train Loss = 1.0816	 mIOU(val) = 0.4675	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000008 

Epoch No.: 291	Train Loss = 1.0778	 mIOU(val) = 0.4684	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000008 

Epoch No.: 292	Train Loss = 1.0807	 mIOU(val) = 0.4301	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000008 

Epoch No.: 293	Train Loss = 1.0796	 mIOU(val) = 0.4525	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000008 

Epoch No.: 294	Train Loss = 1.0777	 mIOU(val) = 0.4620	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000008 

Epoch No.: 295	Train Loss = 1.0772	 mIOU(val) = 0.4330	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000007 

Epoch No.: 296	Train Loss = 1.0812	 mIOU(val) = 0.4473	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000007 

Epoch No.: 297	Train Loss = 1.0756	 mIOU(val) = 0.4593	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000007 

Epoch No.: 298	Train Loss = 1.0792	 mIOU(val) = 0.4673	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000007 

Epoch No.: 299	Train Loss = 1.0794	 mIOU(val) = 0.4576	 best_mIOU_val(val) = 0.5062	 best_mIOU_per_class(val) = [[0.7579984988566058, 0.8731088096609597, 0.00781448538754765, 0.41070763357075046, 0.5203132648066568, 0.46699445630668573]]	 best_acc(val) = 0.6465	 lr= 0.000007 
